customer_id,customer_name,country,fav_mpaa_rating,fav_film_ctgry,customer_tier,recency_segment,engagement_segment,total_payments,rev_per_rentals,avg_payment_amount,unique_films,films_per_month,customer_tenure_days,days_since_last_rental,total_rentals,categories_touched,top_rental_category,top_category_rentals,category_engagement_tier,is_champion,is_winback_vip,is_winback_growth,is_winback_reactivation,is_upsell_core,is_upsell_scale,is_engagement_growth,is_churn_watchlist,is_narrow_explorer,primary_segment,market_segment
6519,Kimberly Rose,Russian Federation,R,Action,Medium Value,Active,Very Low Engagement,50.8,3.63,3.63,13,0.31,1266,49,14,9,Action,2,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
7750,Amanda Vincent,Russian Federation,R,Family,Low Value,Active,Very Low Engagement,39.88,3.32,3.32,12,0.31,1177,6,12,9,Family,2,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
2695,Jeffrey Austin,India,PG,Children,Low Value,Pre-Lapsed,Very Low Engagement,39.88,3.32,3.32,12,0.31,1157,80,12,9,Children,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
2525,David Crawford,Holy See (Vatican City State),PG-13,Documentary,Low Value,Lapsed,Very Low Engagement,38.41,2.95,2.95,13,0.31,1255,337,13,8,Documentary,3,Medium Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
1685,Joel Walter,India,R,Classics,Low Value,Pre-Lapsed,Very Low Engagement,38.42,2.96,2.96,13,0.31,1250,127,13,10,Classics,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
4451,Robert Pena,United States,PG,Classics,Low Value,Lapsed,Very Low Engagement,46.93,3.35,3.35,13,0.31,1246,186,14,8,Classics,3,Low Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
7212,Christopher Yang,Mexico,PG,Documentary,Low Value,Active,Very Low Engagement,38.42,2.96,2.96,13,0.31,1274,31,13,10,Documentary,2,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
9125,Casey Walker,Japan,NC-17,Action,Low Value,Pre-Lapsed,Very Low Engagement,32.87,2.53,2.53,13,0.31,1252,71,13,8,Action,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
5163,Austin Cruz,China,R,Sci-Fi,Low Value,Pre-Lapsed,Very Low Engagement,38.43,2.96,2.96,12,0.31,1146,74,13,8,Sci-Fi,4,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
5208,Kelly Austin,Poland,G,Horror,Low Value,Active,Very Low Engagement,42.84,3.3,3.3,13,0.31,1276,6,13,9,Horror,3,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
5101,Holly Shelton,Turkey,PG,Animation,Low Value,Lapsed,Very Low Engagement,38.45,3.2,3.2,12,0.31,1173,236,12,9,Animation,3,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
8229,William Flowers,United Kingdom,PG-13,Foreign,Low Value,Pre-Lapsed,Very Low Engagement,28.57,2.38,2.38,12,0.31,1145,130,12,10,Foreign,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
9167,Robert Butler,Yemen,G,Foreign,Low Value,Lapsed,Very Low Engagement,42.8,3.29,3.29,13,0.31,1267,252,13,11,Foreign,2,Medium Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
2199,Adrian Logan,China,R,Music,Low Value,Pre-Lapsed,Very Low Engagement,38.5,2.96,2.96,13,0.31,1269,61,13,9,Music,3,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
4225,Tamara Burnett,India,PG,Sports,Low Value,Pre-Lapsed,Very Low Engagement,42.8,3.29,3.29,13,0.31,1251,158,13,8,Sports,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
10381,Sara White,Argentina,G,Music,Low Value,Active,Very Low Engagement,38.52,3.21,3.21,12,0.31,1179,27,12,9,Music,2,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
1507,Peter Moore,Mexico,PG-13,Comedy,Low Value,Pre-Lapsed,Very Low Engagement,42.79,3.57,3.57,12,0.31,1149,113,12,9,Comedy,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
1549,Laura Johnson,United Kingdom,PG-13,Sports,Low Value,Pre-Lapsed,Very Low Engagement,41.21,3.17,3.17,13,0.31,1268,83,13,9,Sports,4,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
1842,Brittany Nguyen,Russian Federation,PG,Classics,Low Value,Active,Very Low Engagement,38.58,2.97,2.97,13,0.31,1271,46,13,9,Classics,2,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
6788,Benjamin Lopez,Brazil,G,Drama,Low Value,Pre-Lapsed,Very Low Engagement,23.9,2.39,2.39,10,0.31,954,125,10,7,Drama,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
8258,Savannah Green,Nigeria,R,Animation,Low Value,Pre-Lapsed,Very Low Engagement,32.87,2.53,2.53,13,0.31,1263,61,13,11,Animation,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7795,Michele Boyle,Russian Federation,R,Action,Low Value,Pre-Lapsed,Very Low Engagement,28.87,2.22,2.22,13,0.31,1274,80,13,8,Action,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
738,Caleb Mcneil,Japan,G,Classics,Low Value,Active,Very Low Engagement,38.6,3.86,3.86,10,0.31,975,35,10,8,Classics,2,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
878,Christine Burke,Mexico,PG,Foreign,Low Value,Pre-Lapsed,Very Low Engagement,39.86,2.85,2.85,13,0.31,1258,61,14,10,Foreign,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
2679,Sabrina Perez,Egypt,PG-13,Family,Low Value,Pre-Lapsed,Very Low Engagement,31.8,2.45,2.45,13,0.31,1264,165,13,7,Family,4,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
5054,Andrew Harris,Ukraine,PG,Family,Low Value,Pre-Lapsed,Very Low Engagement,28.87,2.22,2.22,13,0.31,1248,101,13,11,Family,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
6911,Richard Johnson,Philippines,PG-13,Animation,Low Value,Lapsed,Very Low Engagement,42.59,3.04,3.04,13,0.31,1273,195,14,10,Animation,2,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
6670,Hannah Short,Lithuania,R,Animation,Low Value,Pre-Lapsed,Very Low Engagement,38.65,2.58,2.58,13,0.31,1243,163,15,10,Animation,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
6858,Rebekah Chen,United States,G,Animation,Low Value,Pre-Lapsed,Very Low Engagement,38.67,3.22,3.22,12,0.31,1144,165,12,7,Animation,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
2278,Brian Smith,Mexico,NC-17,Children,Low Value,Pre-Lapsed,Very Low Engagement,32.87,2.53,2.53,13,0.31,1260,139,13,11,Children,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
812,Jack Brown,United States,R,Action,Low Value,Lapsed,Very Low Engagement,31.8,2.45,2.45,13,0.31,1254,255,13,9,Action,3,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
8694,Heather Hahn,South Africa,PG,Action,Low Value,Active,Very Low Engagement,38.68,2.76,2.76,13,0.31,1239,36,14,10,Action,2,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
7265,Brian Young,Dominican Republic,PG,Documentary,Low Value,Active,Very Low Engagement,38.71,2.98,2.98,13,0.31,1254,30,13,7,Documentary,5,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
9970,Alexandra Wilkinson,China,NC-17,Foreign,Low Value,Pre-Lapsed,Very Low Engagement,31.82,2.45,2.45,13,0.31,1272,72,13,8,Foreign,3,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7836,Holly Evans,India,G,Drama,Low Value,Active,Very Low Engagement,47.32,3.64,3.64,13,0.31,1272,14,13,7,Drama,3,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
788,Jessica Hall,Mexico,PG,Action,Low Value,Pre-Lapsed,Very Low Engagement,33.96,2.61,2.61,13,0.31,1261,105,13,9,Action,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
5559,Tony Williams,China,PG,Action,Low Value,Active,Very Low Engagement,40.71,3.13,3.13,13,0.31,1256,53,13,8,Action,2,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
1812,Jack Brown,United States,R,Action,Low Value,Active,Very Low Engagement,26.87,2.07,2.07,13,0.31,1255,30,13,9,Action,3,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
2783,George Alexander,Canada,PG-13,New,Low Value,Active,Very Low Engagement,39.36,3.03,3.03,13,0.31,1277,50,13,9,New,3,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
6596,Laura Wilkins,Hungary,R,Classics,Low Value,Pre-Lapsed,Very Low Engagement,32.87,2.53,2.53,13,0.31,1239,169,13,10,Classics,3,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
8215,Amy Hernandez,Austria,G,Classics,Low Value,Active,Very Low Engagement,40.58,2.9,2.9,13,0.31,1262,21,14,9,Classics,3,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
1132,Mitchell Thomas,Russian Federation,PG-13,Action,Low Value,Pre-Lapsed,Very Low Engagement,40.25,3.35,3.35,12,0.31,1159,76,12,12,Action,1,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
3269,Patrick Cunningham,French Guiana,PG-13,Animation,Low Value,Active,Very Low Engagement,34.13,2.84,2.84,12,0.31,1163,6,12,8,Animation,2,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
5589,Gabrielle Hill,Senegal,R,Children,Low Value,Lapsed,Very Low Engagement,33.91,2.61,2.61,13,0.31,1259,191,13,9,Children,3,Low Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
3764,William Bailey,Netherlands,G,Classics,Low Value,Active,Very Low Engagement,30.16,2.32,2.32,13,0.31,1271,12,13,10,Classics,3,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
2163,Jill Reed,Mexico,G,Comedy,Low Value,Pre-Lapsed,Very Low Engagement,40.87,3.14,3.14,13,0.31,1246,152,13,9,Comedy,3,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
5155,Christopher Delacruz,India,G,Sci-Fi,Low Value,Pre-Lapsed,Very Low Engagement,26.87,2.07,2.07,13,0.31,1245,167,13,10,Sci-Fi,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
5014,Amanda Payne,Latvia,PG-13,Animation,Low Value,Pre-Lapsed,Very Low Engagement,45.85,3.53,3.53,13,0.31,1268,175,13,8,Animation,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7073,Edward Hunter,South Africa,G,Comedy,Low Value,Active,Very Low Engagement,34.2,2.63,2.63,13,0.31,1268,59,13,9,Comedy,3,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
6738,Connor Melendez,Saint Vincent and the Grenadines,G,Children,Low Value,Pre-Lapsed,Very Low Engagement,34.21,2.63,2.63,13,0.31,1269,118,13,8,Children,3,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7299,Ricardo Parker,South Africa,PG-13,New,Low Value,Pre-Lapsed,Very Low Engagement,46.51,3.88,3.88,12,0.31,1160,96,12,7,New,3,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
5871,Kelly Burke,Argentina,PG,Games,Low Value,Pre-Lapsed,Very Low Engagement,45.77,3.81,3.81,12,0.31,1178,158,12,9,Games,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
6793,Suzanne Beck,United States,R,New,Medium Value,Pre-Lapsed,Very Low Engagement,51.61,3.97,3.97,13,0.31,1274,76,13,10,New,3,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
8236,Juan Brown,American Samoa,PG-13,Classics,Low Value,Active,Very Low Engagement,41.63,3.47,3.47,12,0.31,1171,16,12,9,Classics,2,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
6439,Matthew Velasquez,Oman,PG-13,Action,Low Value,Lapsed,Very Low Engagement,34.36,2.64,2.64,13,0.31,1245,471,13,10,Action,2,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
8365,Kendra Lara,China,PG,Classics,Low Value,Active,Very Low Engagement,41.7,3.48,3.48,12,0.31,1162,16,12,9,Classics,2,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
7703,Mary Jackson,Russian Federation,PG-13,Action,Low Value,Active,Very Low Engagement,45.7,3.81,3.81,12,0.31,1166,29,12,8,Action,2,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
6046,Regina Baker,Argentina,PG,Action,Low Value,Lapsed,Very Low Engagement,34.37,3.44,3.44,10,0.31,961,270,10,7,Action,2,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
9632,Jessica Davis,Colombia,PG-13,Animation,Low Value,Pre-Lapsed,Very Low Engagement,38.82,2.99,2.99,13,0.31,1243,64,13,9,Animation,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
6462,Juan Turner,India,G,Animation,Low Value,Pre-Lapsed,Very Low Engagement,28.87,2.22,2.22,13,0.31,1247,107,13,11,Animation,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
9363,Shannon Boone,Iran,PG-13,Animation,Low Value,Active,Very Low Engagement,34.43,2.65,2.65,13,0.31,1265,20,13,9,Animation,2,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
3832,Lisa Mcdonald,Greenland,PG,Drama,Low Value,Pre-Lapsed,Very Low Engagement,42.35,3.03,3.03,13,0.31,1259,81,14,9,Drama,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
1828,William Harrison,United States,PG-13,Sports,Low Value,Pre-Lapsed,Very Low Engagement,39.7,3.61,3.61,11,0.31,1069,61,11,10,Sports,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
923,Shannon Reynolds,Nigeria,NC-17,Documentary,Low Value,Pre-Lapsed,Very Low Engagement,30.89,2.57,2.57,12,0.31,1173,90,12,7,Documentary,3,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
6971,Theresa Tucker,Turkey,PG,Comedy,Low Value,Active,Very Low Engagement,45.67,3.51,3.51,13,0.31,1269,47,13,8,Comedy,2,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
4599,Jasmine Myers,Bolivia,R,Sports,Low Value,Active,Very Low Engagement,34.48,2.65,2.65,13,0.31,1257,12,13,10,Sports,3,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
1520,Jay Jefferson,Turkey,PG-13,Animation,Low Value,Pre-Lapsed,Very Low Engagement,42.32,3.26,3.26,13,0.31,1248,116,13,8,Animation,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
912,Aaron Simmons,"Congo, The Democratic Republic of the",G,Animation,Low Value,Pre-Lapsed,Very Low Engagement,34.51,2.65,2.65,13,0.31,1247,75,13,10,Animation,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7365,Teresa Avila,India,PG,Documentary,Low Value,Pre-Lapsed,Very Low Engagement,33.88,2.82,2.82,12,0.31,1179,68,12,9,Documentary,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
9021,Jeanne Nelson,Japan,G,Animation,Low Value,Active,Very Low Engagement,40.23,3.09,3.09,13,0.31,1273,49,13,10,Animation,3,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
6231,Ashley Solis,India,G,Action,Low Value,Pre-Lapsed,Very Low Engagement,34.61,2.88,2.88,12,0.31,1173,145,12,10,Action,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
5784,William Scott,Vietnam,NC-17,Action,Low Value,Active,Very Low Engagement,48.82,3.76,3.76,13,0.31,1263,45,13,9,Action,2,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
4216,Catherine Smith,China,PG-13,New,Low Value,Pre-Lapsed,Very Low Engagement,45.59,3.51,3.51,13,0.31,1265,159,13,9,New,4,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7566,Dana Hernandez,India,PG,Foreign,Medium Value,Pre-Lapsed,Very Low Engagement,50.54,3.89,3.89,13,0.31,1268,173,13,8,Foreign,3,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
9535,Michael Oneill,Germany,R,Foreign,Low Value,Pre-Lapsed,Very Low Engagement,34.69,2.67,2.67,13,0.31,1248,84,13,8,Foreign,5,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
9156,Gina Hughes,India,G,Comedy,Low Value,Pre-Lapsed,Very Low Engagement,40.64,3.13,3.13,13,0.31,1271,80,13,9,Comedy,3,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7021,Pamela Serrano,Russian Federation,R,Action,Low Value,Pre-Lapsed,Very Low Engagement,49.78,3.83,3.83,13,0.31,1253,117,13,10,Action,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
8476,James Paul,Russian Federation,PG-13,Music,Low Value,Pre-Lapsed,Very Low Engagement,39.34,3.03,3.03,13,0.31,1270,148,13,11,Music,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
4026,Edwin Nichols,American Samoa,G,Family,Low Value,Active,Very Low Engagement,34.8,2.9,2.9,12,0.31,1150,44,12,7,Family,3,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
5390,Jaime Harris,French Polynesia,PG,Family,Low Value,Pre-Lapsed,Very Low Engagement,47.22,3.37,3.37,13,0.31,1240,97,14,8,Family,4,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
865,Donna Meyer,United States,G,Animation,Low Value,Lapsed,Very Low Engagement,45.52,3.5,3.5,13,0.31,1268,181,13,9,Animation,2,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
6705,Pamela Watson,India,PG-13,Comedy,Low Value,Active,Very Low Engagement,39.58,3.3,3.3,12,0.31,1165,3,12,7,Comedy,4,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
1441,John Vincent,India,R,New,Low Value,Active,Very Low Engagement,45.46,3.79,3.79,12,0.31,1168,24,12,10,New,3,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
1589,Kevin Russell,Sri Lanka,NC-17,Children,Low Value,Pre-Lapsed,Very Low Engagement,34.87,2.68,2.68,13,0.31,1262,139,13,9,Children,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
9661,Debbie Fields,Venezuela,PG-13,Classics,Low Value,Pre-Lapsed,Very Low Engagement,34.87,2.68,2.68,13,0.31,1252,79,13,10,Classics,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
1179,Bill Keller,Malaysia,PG,Classics,Low Value,Pre-Lapsed,Very Low Engagement,34.87,2.68,2.68,13,0.31,1273,133,13,9,Classics,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
5834,Jamie Sanchez,Turkey,G,Children,Medium Value,Active,Very Low Engagement,54.06,4.16,4.16,13,0.31,1267,12,13,11,Children,2,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
8339,Kathy Obrien,Mexico,PG,Travel,Low Value,Active,Very Low Engagement,45.39,3.49,3.49,13,0.31,1276,14,13,9,Travel,4,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
4464,Michael Long,India,PG-13,Travel,Low Value,Lapsed,Very Low Engagement,34.87,2.68,2.68,13,0.31,1247,479,13,8,Travel,3,Low Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
4457,James Lucero,Algeria,PG,Children,Low Value,Lapsed,Very Low Engagement,34.87,2.68,2.68,13,0.31,1268,211,13,10,Children,2,Low Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
4715,Erica Andrews,Philippines,PG-13,Music,Low Value,Active,Very Low Engagement,34.87,2.91,2.91,12,0.31,1163,28,12,8,Music,3,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
2589,Kevin Russell,Sri Lanka,NC-17,Children,Low Value,Pre-Lapsed,Very Low Engagement,34.87,2.68,2.68,13,0.31,1265,104,13,9,Children,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
9725,Larry Kelly,Russian Federation,PG,Foreign,Low Value,Lapsed,Very Low Engagement,45.36,3.49,3.49,13,0.31,1264,335,13,9,Foreign,3,Medium Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
856,Ariana Oneill,Pakistan,G,Animation,Medium Value,Pre-Lapsed,Very Low Engagement,54.13,3.87,3.87,13,0.31,1267,139,14,9,Animation,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
6540,Amanda Mathews,Cambodia,PG-13,Documentary,Low Value,Active,Very Low Engagement,34.87,2.68,2.68,13,0.31,1253,46,13,8,Documentary,3,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
7366,James Hernandez,Vietnam,PG-13,Children,Low Value,Pre-Lapsed,Very Low Engagement,45.93,3.28,3.28,13,0.31,1254,89,14,9,Children,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
1001,Anthony White,India,PG-13,Horror,Low Value,Active,Very Low Engagement,45.28,3.48,3.48,13,0.31,1268,40,13,10,Horror,2,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
10459,Amber Silva,China,PG-13,Animation,Low Value,Active,Very Low Engagement,49.86,3.56,3.56,13,0.31,1277,28,14,8,Animation,3,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
7210,Timothy Gordon,Mexico,PG-13,Children,Low Value,Active,Very Low Engagement,34.89,3.17,3.17,11,0.31,1048,58,11,9,Children,3,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
760,Tommy Phillips,China,PG-13,Horror,Low Value,Active,Very Low Engagement,34.89,3.17,3.17,11,0.31,1076,26,11,9,Horror,2,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
1395,Christine Doyle,Spain,PG-13,Action,Low Value,Active,Very Low Engagement,39.34,3.28,3.28,12,0.31,1161,39,12,10,Action,2,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
10560,Tristan Jones,Mexico,G,Classics,Low Value,Lapsed,Very Low Engagement,32.12,2.47,2.47,13,0.31,1254,213,13,9,Classics,2,Low Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
3841,John Graham,United States,PG-13,Documentary,Low Value,Pre-Lapsed,Very Low Engagement,40.27,3.1,3.1,13,0.31,1258,64,13,11,Documentary,3,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
5406,Mark Mills,China,R,Drama,Low Value,Active,Very Low Engagement,38.87,2.99,2.99,13,0.31,1272,0,13,9,Drama,3,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
6204,Cathy Cook,Philippines,G,New,Low Value,Active,Very Low Engagement,34.92,2.69,2.69,13,0.31,1239,36,13,10,New,3,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
8742,Mary Daniel,Japan,NC-17,Animation,Low Value,Active,Very Low Engagement,40.2,3.09,3.09,13,0.31,1244,34,13,10,Animation,2,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
3159,Lisa Gonzalez,India,PG-13,Sports,Low Value,Pre-Lapsed,Very Low Engagement,40.41,3.11,3.11,13,0.31,1254,159,13,9,Sports,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
6999,George Delgado,Poland,PG-13,Action,Low Value,Pre-Lapsed,Very Low Engagement,34.97,2.69,2.69,13,0.31,1247,123,13,9,Action,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
2665,Derek Romero,United States,G,Drama,Low Value,Lapsed,Very Low Engagement,38.87,2.99,2.99,13,0.31,1256,288,13,7,Drama,4,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
3459,Michael Holt,United States,G,Animation,Low Value,Active,Very Low Engagement,40.29,3.1,3.1,13,0.31,1274,55,13,6,Animation,3,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
10310,Juan Reynolds,South Korea,G,Animation,Low Value,Active,Very Low Engagement,40.87,3.14,3.14,13,0.31,1259,56,13,11,Animation,2,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
4256,Dylan Vasquez,Peru,G,Classics,Low Value,Active,Very Low Engagement,31.93,2.46,2.46,13,0.31,1264,11,13,7,Classics,3,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
7370,John Hansen,Japan,NC-17,Family,Low Value,Active,Very Low Engagement,35.01,2.69,2.69,13,0.31,1251,8,13,10,Family,2,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
10493,Theresa Faulkner,Pakistan,G,Music,Low Value,Pre-Lapsed,Very Low Engagement,38.87,2.99,2.99,13,0.31,1270,75,13,10,Music,3,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
8537,Denise Morales,China,PG-13,Sci-Fi,Low Value,Pre-Lapsed,Very Low Engagement,42.19,3.25,3.25,13,0.31,1274,87,13,7,Sci-Fi,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
2951,Richard Foley,Turkey,G,Family,Low Value,Active,Very Low Engagement,38.87,2.99,2.99,13,0.31,1275,5,13,8,Family,3,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
2770,Laura Cain,Brazil,G,Drama,Low Value,Pre-Lapsed,Very Low Engagement,32.78,4.1,4.1,8,0.31,772,106,8,6,Drama,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
8230,Michelle Gordon,Japan,NC-17,Action,Low Value,Pre-Lapsed,Very Low Engagement,45.11,3.22,3.22,13,0.31,1259,65,14,11,Action,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
